"","Fire_ID","history","rbr","rbr_w_offset","Fire_Year","host_species","total_pixels","host_pct","Average.Recovery","Max_Overlap_Area","Max_Overlap_Percent","fire_area","isi_90","dc_90","dmc_90","ffmc_90","bui_90","fwi_90","recovery","mean_temperature","sum_precipitation_mm","sum_precipitation_m","x","y","median_tri","mean_tri","X","Cumulative_Years_Defol","Time_Since_Defol","window_opp","distance","weights","subclass"
"419","RED11_2007_1562",0,519,316.81,2007,5580,5639,99,86.42,0,0,16.917,4.3,92.2,11.3,83.6,17.9,7.5,86.42,18.29,4520,4.52,-92.9170826086333,54.2215916583597,0.612372435695794,0.701453920707406,574,2,0,"0",0.0683233481554282,1,"48"
"420","RED120_2011_1793",0,479.1,-13.64,2011,549,634,86.6,10.73,0,0,1.902,8.2,382.9,65.9,90.1,88.6,18.7,10.73,20.86,4748.72,4.75,-94.9624944013747,52.2793860775954,0.866025403784439,1.0103022478001,1142,2,0,"0",0.425452675217282,1,"9"
"421","RED121_2011_1722",0,618.57,17.58,2011,213,216,98.6,57.56,0,0,0.648,8.1,321.8,47,89.4,69.7,17.9,57.56,20.53,5099.37,5.1,-92.5384059353278,52.2207962104734,0.612372435695794,0.689461286763738,1589,2,0,"0",0.12204747549708,1,"8"
"422","RED122_2011_1794",0,539.6,31.77,2011,2320,2382,97.4,62.1,0,0,7.146,6.5,360,29.4,85.6,46.1,14,62.1,20.53,4819.9,4.82,-93.8367324112498,52.2471608874652,0.5,0.641448390480306,1143,2,0,"0",0.157376420548171,1,"59"
"423","RED123_2011_1790",0,471.67,159.38,2011,683,1123,60.8,6.06,0,0,3.369,7.2,385.1,27.4,88.1,43.3,16.1,6.06,20.73,4756.87,4.76,-94.7600918777581,52.3347799936273,0.935414346693485,1.04406130770973,1141,2,0,"0",0.513519683966776,1,"25"
"424","RED124_2011_1958",0,505.81,168.43,2011,182891,270540,67.6,48.62,0,0,811.62,8,418.4,45.9,90.8,69.2,21.2,48.62,21.14,4980.79,4.98,-94.6069648037878,51.2327033066975,1,1.40089492167336,1289,2,0,"0",0.527554622335735,1,"93"
"425","RED12_2000_25",0,461.46,227.93,2000,1630,2015,80.9,39.78,0,0,6.045,5.4,372.2,44.4,89.3,66.5,15.5,39.78,19.28,5427.42,5.43,-93.9983725046671,52.291901223191,0.935414346693485,1.15996362111774,996,2,0,"0",0.274080193931883,1,"105"
"426","RED13_1996_1388",0,417.28,184.31,1996,2595,4546,57.1,84.53,0,0,13.638,5,235.2,50.4,90.5,58.6,13.2,84.53,19.49,5329.04,5.33,-94.3243968938553,52.6126960794632,1.36930639376292,1.66485807589735,1092,2,0,"0",0.732981920970239,1,"97"
"427","RED146_2006_1628",0,493.11,177.41,2006,146230,191979,76.2,81.6,0,0,575.937,6.7,341.1,33.2,88.5,52.2,14.9,81.6,19.92,5070.46,5.07,-93.8737102325542,52.4719159470217,1.06066017177982,1.51553262781387,1109,2,0,"0",0.491419007228639,1,"128"
"429","RED14_1996_764",0,510.78,165.13,1996,1095,2115,51.8,49.32,0,0,6.345,4.8,231.1,50.8,89.7,59.1,13.2,49.32,19.6,5330.28,5.33,-94.8109075896227,52.502983965151,1.06066017177982,1.24412923216735,1052,2,0,"0",0.643727182893805,1,"31"
"430","RED14_2000_57",0,357.04,249.8,2000,12241,18832,65,128.94,0,0,56.496,6.4,385.6,49.5,90.1,73.5,20.5,128.94,19.38,5393.24,5.39,-94.3826211138995,52.2842180009532,1.11803398874989,1.37740617429576,998,2,0,"0",0.455378817025488,1,"137"
"431","RED14_2006_1594",0,482.84,46.9,2006,129,155,83.2,65.21,0,0,0.465,8.9,160.9,46.5,91,53.6,20.1,65.21,19.85,5021.34,5.02,-93.8832286350458,52.6179698720719,1.17260393995586,1.4746708552001,1105,2,0,"0",0.497113613628097,1,"54"
"433","RED15_2006_1595",0,483.55,236.23,2006,302,369,81.8,74.17,0,0,1.107,2.8,145.5,41.3,71.4,45.6,6.8,74.17,19.86,4964.17,4.96,-93.2845992805673,52.3673116589236,0.707106781186548,0.847663266946355,1106,2,0,"0",0.711114093607852,1,"116"
"435","RED16_1990_796",0,640.58,334.82,1990,7674,7842,97.9,63.04,0,0,23.526,6.1,469.9,64.9,88,88.1,19.2,63.04,19.69,4872.53,4.87,-93.0534583637154,52.408868745735,0.866025403784439,1.2126986521391,345,2,0,"0",0.383994456037188,1,"24"
"436","RED16_2006_1679",0,401.09,88.3,2006,1195,1527,78.3,97.63,0,0,4.581,7.4,320,30.8,88.9,48.9,16.5,97.63,19.78,4975.01,4.98,-94.3746978358,52.7465089940767,1,1.2489089532512,1115,2,0,"0",0.358543661579453,1,"5"
"437","RED175_2006_1577",0,423.01,49.18,2006,923,2856,32.3,77.56,0,0,8.568,9.7,382,42.7,90.2,66.4,22.6,77.56,20.12,5110.17,5.11,-94.7594724690044,52.2525640328872,0.790569415042095,0.844544167080622,1101,2,0,"0",0.66798012113721,1,"81"
"438","RED176_2006_1632",0,516.12,209.24,2006,13730,20544,66.8,66.48,0,0,61.632,6.7,353.9,34.6,87.9,54.8,15.2,66.48,19.89,5075.32,5.08,-94.374924505014,52.3980020789368,1.17260393995586,1.39466906433857,1111,2,0,"0",0.546662873156172,1,"117"
"439","RED177_2006_1579",0,526.42,125.18,2006,156,237,65.8,72.33,0,0,0.711,7.2,368.1,39.4,89.8,61.7,18.1,72.33,19.98,5058.31,5.06,-94.3001303485998,52.3233275964581,1,1.01617596095901,1103,2,0,"0",0.356522252383306,1,"136"
"440","RED17_1996_652",0,513.6,284.63,1996,12906,13304,97,86.82,0,0,39.912,5,242,53.1,86.5,60.9,13,86.82,19.81,5482.91,5.48,-93.927030724068,52.101795865568,1,1.30051849547602,1042,2,0,"0",0.432785092729653,1,"83"
"441","RED182_2006_1626",0,490.04,238.23,2006,15424,33181,46.5,73.57,0,0,99.543,6.7,350.6,33.8,88.2,53.8,15.7,73.57,19.98,5012.42,5.01,-94.5049302654837,52.5916537622978,1.22474487139159,1.5471941611682,1107,2,0,"0",0.738293633678916,1,"150"
"442","RED183_2006_1627",0,529.68,168.61,2006,425,1057,40.2,26.11,0,0,3.171,6.9,355.4,33.7,88.9,53.9,15.8,26.11,19.86,5063.06,5.06,-94.8198020508991,52.5316075217295,1.06066017177982,1.31468002542153,1108,2,0,"0",0.702366107112364,1,"90"
"444","RED186_2006_1677",0,514.59,166.21,2006,19642,38558,50.9,59.53,0,0,115.674,6.8,345.4,32.8,88.9,52.6,16.1,59.53,19.96,4891.92,4.89,-94.6624105908069,52.8451678005964,1.22474487139159,1.50517705848132,1114,2,0,"0",0.663450416084599,1,"61"
"445","RED188_2006_1676",0,479.46,257.08,2006,1377,2430,56.7,31.83,0,0,7.29,6.6,341.1,32.7,88.6,52.6,16,31.83,19.8,4926.69,4.93,-94.3874982344503,52.8694361173909,1.45773797371133,1.73421058974282,592,2,0,"0",0.68810335675893,1,"36"
"446","RED18_1996_559",0,622.6,238.57,1996,6663,6730,99,63.86,0,0,20.19,5.5,198.9,49.2,90.7,55.4,14.4,63.86,18.98,5194.02,5.19,-93.5575791623249,53.1644934811171,0.353553390593274,0.855356224913001,268,2,0,"0",0.14378168411362,1,"152"
"447","RED192_2006_1680",0,477.35,69.6,2006,583,2041,28.6,56.81,0,0,6.123,7,351.2,32.9,89,52.9,16.2,56.81,19.96,4881.22,4.88,-94.9355304871109,52.7425273918216,0.866025403784439,0.98730162310642,1116,2,0,"0",0.673495054827786,1,"106"
"448","RED193_2006_1682",0,536.1,204.86,2006,63477,69723,91,56.58,0,0,209.169,6.2,335.5,33.5,88.4,53.1,15.3,56.58,19.82,4948.93,4.95,-93.7416132311221,52.7103557054195,0.866025403784439,1.20677116148905,1586,2,0,"0",0.225059658336998,1,"149"
"450","RED19_1999_219",0,257.44,184.17,1999,774,893,86.7,186.67,0,0,2.679,13.8,114,41.7,92.6,43.4,24.7,186.67,20,5892.21,5.89,-92.5788240355314,50.8031515804598,0.612372435695794,0.609808278354054,1010,2,0,"0",0.345425302336446,1,"151"
"452","RED21_1990_632",0,553.95,166.83,1990,7614,7853,97,78.54,0,0,23.559,7.3,454,68.3,89.4,91.7,22.3,78.54,19.93,4955.86,4.96,-94.2041984632593,51.9531270185751,1.4142135623731,1.70343680341878,1039,2,0,"0",0.562458772606369,1,"138"
"453","RED21_1995_1324",0,588.18,181.38,1995,8939,9095,98.3,66.6,0,0,27.285,12.5,142.5,65.7,92.7,65.7,26.6,66.6,19.65,5334.35,5.33,-92.9985808793841,52.6636302418419,0.612372435695794,0.685819082307615,511,2,0,"0",0.374776472844496,1,"92"
"454","RED21_2002_170",0,582.67,178.79,2002,18417,19998,92.1,51.24,0,0,59.994,6.5,234.6,51.1,88.1,64.6,17.8,51.24,19.93,5205.79,5.21,-93.2687494103804,52.6514207318643,0.707106781186548,1.01366851204766,145,2,0,"0",0.24925559690395,1,"134"
"455","RED22_1991_263",0,603.91,438.73,1991,2412,2461,98,85.57,0,0,7.383,7.9,182.1,63.3,87.4,65.5,18.4,85.57,18.31,4970.63,4.97,-93.5122953158396,53.0731356633939,0.5,0.463874393858427,184,2,0,"0",0.2945237616194,1,"109"
"456","RED22_1993_309",0,538.36,158.35,1993,53451,60279,88.7,69.37,0,0,180.837,9.8,300.1,59.1,90.8,76.1,23.1,69.37,19.88,5139.92,5.14,-93.9766710323816,52.2012146536782,1.06066017177982,1.37115282317427,1016,2,0,"0",0.504487657724512,1,"100"
"457","RED22_1995_901",0,571.96,529.49,1995,18345,18414,99.6,90.12,0,0,55.242,12.3,142.2,65.1,92.6,65.1,26.1,90.12,19.55,5413,5.41,-92.8565682925818,52.6827388245409,0.5,0.488470010530781,375,2,0,"0",0.29188903509172,1,"32"
"459","RED23_1996_1002",0,628,258.01,1996,7445,8199,90.8,80.01,0,0,24.597,5.7,196.8,49.5,89.6,55.3,14.9,80.01,19.16,5214.87,5.21,-93.2169715364556,53.0680095160451,0.5,0.505093151970311,411,2,0,"0",0.136254883614057,1,"47"
"461","RED23_2011_1795",0,385.25,85.63,2011,1781,2558,69.6,83.57,0,0,7.674,8.8,379.7,64.7,90.5,87.6,22.8,83.57,20.77,4794.6,4.79,-94.8384199711246,52.2217501093371,0.707106781186548,0.797150146377663,1144,2,0,"0",0.432481745136055,1,"57"
"462","RED24_1995_1019",0,577.81,284.33,1995,5792,5875,98.6,79.62,0,0,17.625,14.3,136.9,66.3,92.7,65.9,29.3,79.62,19.62,5532.29,5.53,-93.6385438874917,52.0999915947357,0.790569415042095,1.03799032744164,1066,2,0,"0",0.580677199778257,1,"58"
"463","RED24_1996_713",0,460.01,205.85,1996,4755,8086,58.8,80.31,0,0,24.258,4.9,231,49.7,90.8,58.2,13.7,80.31,19.49,5243.6,5.24,-94.4833198126094,52.7757918794888,1.11803398874989,1.31288114060267,1047,2,0,"0",0.562751507483156,1,"34"
"464","RED24_2011_1796",0,460.35,199.02,2011,43363,45327,95.7,96.28,0,0,135.981,7,383.8,82.9,88.9,103.5,21.9,96.28,20.54,4656.37,4.66,-94.1827746334492,53.1114812957827,1,1.15663621384453,645,2,0,"0",0.458672992835767,1,"11"
"465","RED26_2010_1755",0,431.63,222.48,2010,1974,2240,88.1,84.62,0,0,6.72,12.2,91.8,41.7,92.7,41.7,21.7,84.62,20.59,5424.56,5.42,-92.2727915714146,51.0410892387396,0.790569415042095,1.01526414744633,1137,2,0,"0",0.426666865754801,1,"49"
"466","RED26_2011_1806",0,512.82,196.13,2011,463,620,74.7,66.22,0,0,1.86,12,363.7,70.4,90.5,92.8,34.2,66.22,20.41,4625.12,4.63,-93.9971067589587,52.6627990932344,1.22474487139159,1.53761348054745,1146,2,0,"0",0.704403449288901,1,"159"
"469","RED27_2011_1701",0,506.17,9.34,2011,1065,1419,75.1,53.18,0,0,4.257,8,374.1,60.4,89.3,81.7,23.5,53.18,20.58,4714.65,4.71,-94.1212689387847,52.5419807461653,1.87082869338697,2.23558045035279,1117,2,0,"0",0.829310371006935,1,"98"
"473","RED29_2011_1809",0,504.89,110.22,2011,114915,123367,93.1,60.18,0,0,370.101,6.6,358.3,60.7,88.6,84.1,18.2,60.18,20.57,4741.45,4.74,-93.5927463251415,52.6423323893467,0.866025403784439,1.31781036341299,1593,2,0,"0",0.364312464893552,1,"56"
"475","RED32_2010_1751",0,564.14,227.08,2010,23753,24502,96.9,69.39,0,0,73.506,7.4,125.2,46.8,88.1,47.3,15.8,69.39,20.47,4998.37,5,-93.8108392957972,52.0206678806369,1.06066017177982,1.35460856782999,1134,2,0,"0",0.466151872072807,1,"3"
"476","RED32_2011_1789",0,490.94,186.66,2011,15291,20023,76.4,70.68,0,0,60.069,7.9,367.5,50.4,89.2,71.8,20.5,70.68,20.46,4812.5,4.81,-94.0473528830926,52.304023182678,1,1.23628863103382,1140,2,0,"0",0.462755328903167,1,"67"
"477","RED34_2002_190",0,596.18,188.43,2002,10832,11710,92.5,61.53,0,0,35.13,6.7,252.1,52.2,89.7,67.5,18.4,61.53,19.63,5079.6,5.08,-93.9412459726723,53.0480059210831,0.612372435695794,0.683575393173983,162,2,0,"0",0.130964881993632,1,"46"
"480","RED35_2011_1721",0,527.59,189.89,2011,619,884,70,62.33,0,0,2.652,7.2,357.8,47.2,88.9,66.5,18.5,62.33,20.53,4819.9,4.82,-93.7715653365225,52.2898807348806,0.612372435695794,0.709778347916086,1119,2,0,"0",0.322325410009025,1,"18"
"481","RED36_1991_460",0,559.83,205.53,1991,43597,48131,90.6,71.67,0,0,144.393,7.1,230.1,59.7,89.2,73,20.9,71.67,19.59,4798.85,4.8,-94.1273286548695,52.818936535512,0.935414346693485,1.13920544974044,1551,2,0,"0",0.310433588270778,1,"141"
"482","RED36_2011_1671",0,467.87,55.8,2011,191,198,96.5,16.53,0,0,0.594,6.2,318.8,65.7,88.4,82.3,19.8,16.53,20.58,4749.26,4.75,-93.5080049739008,52.6129334783111,1.06066017177982,1.2108287917421,1584,2,0,"0",0.344724811865889,1,"29"
"485","RED38_2012_1913",0,499.32,151.91,2012,1165,3622,32.2,11.27,0,0,10.866,8.3,192.8,46.2,90.3,55.5,18,11.27,21.44,5174.2,5.17,-94.8579464239419,50.9206545487739,0.707106781186548,1.03439131071944,1284,2,0,"0",0.765266992767595,1,"37"
"486","RED39_2002_90",0,599.54,216.97,2002,34169,38360,89.1,72.01,0,0,115.08,5.6,300.4,51.1,88.8,64.1,14,72.01,19.8,4767.76,4.77,-93.7825738020885,53.4570821372568,0.790569415042095,1.12446503331767,112,2,0,"0",0.350789056669993,1,"27"
"488","RED41_1994_116",0,557.03,296.5,1994,2558,3689,69.3,73.62,0,0,11.067,6.9,244.2,34.3,88,49.5,16.7,73.62,20.63,5468.29,5.47,-94.6571419334282,51.4097550357195,1,1.39630051967499,1239,2,0,"0",0.47932292891645,1,"80"
"491","RED44_2006_1683",0,423.34,47.59,2006,2753,8887,31,79.69,0,0,26.661,9,231.1,39.5,88.9,54.4,21,79.69,20.77,5546.05,5.55,-94.808747835303,50.86320379403,0.866025403784439,1.26263395531965,1276,2,0,"0",0.795276216213519,1,"144"
"492","RED44_2010_1753",0,185.73,77.53,2010,781,782,99.9,154.37,0,0,2.346,4.5,154.4,14.9,87.8,23.5,7.8,154.37,20.57,5123.49,5.12,-93.3423614959986,51.8854351698387,1.17260393995586,1.41474048957714,1135,2,0,"0",0.152632666917803,1,"7"
"494","RED48_2001_72",0,542.96,29.29,2001,453,699,64.8,51.71,0,0,2.097,7.2,338.1,55.2,92.1,75.9,20.9,51.71,19.65,5161.23,5.16,-95.0770575140006,52.7122990237954,1.06066017177982,1.33812352567187,999,2,0,"0",0.471327722711979,1,"72"
"495","RED49_2012_1844",0,541.45,114.47,2012,2288,2471,92.6,54.23,0,0,7.413,9.6,251.8,55.8,91,70.6,25.3,54.23,20.52,4723.76,4.72,-93.9512083725793,52.6213759781623,1.11803398874989,1.51142883079566,1159,2,0,"0",0.427063399723963,1,"22"
"497","RED50_2012_1926",0,500.48,103.61,2012,23534,31345,75.1,57.68,0,0,94.035,9.3,248.3,49.5,90.4,65.3,24.1,57.68,20.3,4744.03,4.74,-94.2655063913661,52.4667510530171,1.2747548783982,1.58767341351498,1169,2,0,"0",0.562476920169211,1,"142"
"499","RED51_2012_1908",0,545.41,260.63,2012,1396,1911,73.1,60.59,0,0,5.733,9.5,251.2,48.6,90.4,64.7,24.2,60.59,20.38,4812.66,4.81,-94.3669030426284,52.4333157182688,1.06066017177982,1.27214918158289,1165,2,0,"0",0.465600205933135,1,"87"
"501","RED52_2012_1902",0,520.75,218.76,2012,405,878,46.1,81.09,0,0,2.634,8.7,241.9,50.3,90,65.4,20.7,81.09,20.1,4673.11,4.67,-94.1945304490028,52.7861346858972,1.17260393995586,1.5454913793369,1601,2,0,"0",0.803682552574363,1,"69"
"502","RED53_2011_1792",0,562.68,143.14,2011,5451,5711,95.4,65.71,0,0,17.133,8,321.3,46.6,89.3,69.7,17.1,65.71,20.92,5036.19,5.04,-92.5418482103951,52.2743657253892,0.707106781186548,0.826183434428167,644,2,0,"0",0.167766610015508,1,"17"
"503","RED53_2012_1842",0,492.52,162.43,2012,67662,82028,82.5,61.98,0,0,246.084,7.6,243.6,44,90,58.7,19.7,61.98,20.16,4639.54,4.64,-94.3970778547911,52.9103096757071,1.06066017177982,1.32590901841252,660,2,0,"0",0.350511013298822,1,"21"
"505","RED55_2002_95",0,540.6,207.42,2002,616,3384,18.2,73.57,0,0,10.152,7.3,255.1,51.8,88.8,64.2,19.2,73.57,20.71,5390.3,5.39,-94.9059055670537,51.2666574981581,1.11803398874989,1.51418752822163,1237,2,0,"0",0.934418964475482,1,"66"
"507","RED56_2002_167",0,583.48,285.75,2002,2031,2100,96.7,63.75,0,0,6.3,10,249.9,57.8,93.4,73.1,23.3,63.75,19.89,4993.01,4.99,-94.0102329204558,53.0800379470915,0.707106781186548,0.804501832460038,142,2,0,"0",0.169227241159754,1,"15"
"510","RED58_2011_1799",0,552.28,238.93,2011,23698,24410,97.1,83.71,0,0,73.23,6,369.6,85.3,88.9,102.8,16.4,83.71,20.34,4637.91,4.64,-93.6044147472101,53.021930486022,0.612372435695794,0.811840027567844,648,2,0,"0",0.398006691662492,1,"30"
"513","RED5_1990_876",0,497.88,315.17,1990,1383,1816,76.2,74.89,0,0,5.448,5.4,153,50.4,90.5,54.2,12.5,74.89,19.73,4551.49,4.55,-94.7287341591014,52.8658242876269,1.11803398874989,1.38960272413725,1057,2,0,"0",0.508213771739898,1,"124"
"516","RED60_2002_175",0,622.3,354.78,2002,4113,4154,99,57.02,0,0,12.462,7.2,242.4,48.7,90.7,63.1,18.5,57.02,20.02,5334.23,5.33,-93.150854877794,51.8027010859619,1.06066017177982,1.30862016390119,1006,2,0,"0",0.231647613539204,1,"75"
"520","RED62_1995_351",0,556.96,77.94,1995,15688,26201,59.9,68.36,0,0,78.603,11.6,231,79.3,92.6,86.1,30,68.36,20.12,5539.74,5.54,-94.630523996031,51.5848467487926,1.06066017177982,1.21513607798137,1546,2,0,"0",0.822502945072558,1,"102"
"522","RED63_2002_171",0,514.11,256.36,2002,606,947,64,72.51,0,0,2.841,5.9,238.1,48.5,89.2,61.5,16.9,72.51,19.68,5293.13,5.29,-93.5860010941936,52.3824514216489,1.54110350074224,2.13370471355979,1004,2,0,"0",0.790119765638767,1,"158"
"523","RED63_2012_1923",0,517.42,104.86,2012,11535,11991,96.2,73.84,0,0,35.973,7.9,271.8,43.5,90,59.6,20.5,73.84,19.85,4662.26,4.66,-93.2016142810426,53.6334184221223,1.22474487139159,1.59678304788751,707,2,0,"0",0.341836094260237,1,"82"
"524","RED64_2012_1905",0,510.64,315.75,2012,1466,1641,89.3,55.2,0,0,4.923,7.7,271.7,44.4,89.9,59.6,20.3,55.2,19.85,4662.26,4.66,-93.1511804829609,53.637186427878,1.06066017177982,1.50933968135652,702,2,0,"0",0.378896994171433,1,"119"
"525","RED65_2011_1777",0,360.2,72.5,2011,761,1089,69.9,9.96,0,0,3.267,10.4,329.4,74,92,90.8,28.9,9.96,20.97,4887.86,4.89,-94.9295630226048,51.9348712937805,0.790569415042095,0.842256708045514,1138,2,0,"0",0.50796925229282,1,"91"
"527","RED66_2011_1723",0,406.78,116.51,2011,7256,9041,80.3,43.67,0,0,27.123,9.7,376.7,68.2,91,88.8,25,43.67,20.76,4722.78,4.72,-94.9831815402477,52.0816612302647,1.17260393995586,1.44378707083601,1120,2,0,"0",0.639925485414297,1,"77"
"529","RED67_2011_1724",0,298.98,27.95,2011,255,332,76.8,6.39,0,0,0.996,9.6,375.6,67.9,91,88.5,24.6,6.39,20.76,4722.78,4.72,-95.0484659011825,52.1063880171273,1.11803398874989,1.30093218339948,1121,2,0,"0",0.61526433936334,1,"23"
"530","RED68_2003_1428",0,453.43,262.92,2003,299,533,56.1,66.48,0,0,1.599,4.7,282.3,39.6,84.8,57.6,13.3,66.48,19.93,5120.73,5.12,-95.1145700672121,52.1426939630534,1,1.04115205654602,1094,2,0,"0",0.510185218064276,1,"125"
"533","RED70_2012_1937",0,577.67,574.89,2012,1127,1174,96,99.1,0,0,3.522,8.8,245.5,48.9,90.3,64.8,21.1,99.1,20.31,4707.17,4.71,-94.0537555747828,53.0832493184228,0.935414346693485,1.09628036976514,714,2,0,"0",0.235726603944836,1,"133"
"534","RED71_2012_1918",0,532.92,158.41,2012,25988,32599,79.7,33.41,0,0,97.797,11.2,250.3,45.5,90.8,62.5,24.2,33.41,20.78,4913.18,4.91,-94.8012987399556,52.0397597959706,1.11803398874989,1.36235347571716,1167,2,0,"0",0.508427481216716,1,"1"
"535","RED72_2011_1816",0,457.13,127.29,2011,8945,10399,86,9.64,0,0,31.197,8.9,380.7,67,90.6,85,24.3,9.64,21.01,4863.95,4.86,-94.9678099342144,51.931150852751,0.935414346693485,1.09958874468702,1151,2,0,"0",0.467138254153723,1,"146"
"536","RED72_2012_1906",0,456.91,97.51,2012,11288,33990,33.2,79.05,0,0,101.97,8.6,274.4,40.9,90.2,56.6,20,79.05,20.46,4734.16,4.73,-95.0818752055896,52.6473746914262,1,1.10965148629892,1602,2,0,"0",0.725509452910557,1,"70"
"537","RED73_2011_1801",0,521.54,225.93,2011,151,357,42.3,76.37,0,0,1.071,8.2,390.6,76,89.4,98.9,21.4,76.37,20.62,4616.09,4.62,-94.7533644486182,52.9172702839404,1.22474487139159,1.26300463784895,1145,2,0,"0",0.873966072242145,1,"156"
"539","RED77_1995_1467",0,547.23,183.56,1995,40851,61887,66,72.98,0,0,185.661,8.4,248.2,74.7,91.6,79.6,25,72.98,20.05,5538.73,5.54,-94.5197561084163,51.5925390551771,1,1.19666538340101,1579,2,0,"0",0.710059412994598,1,"110"
"540","RED7_2008_1665",0,488.77,194.66,2008,1000,1047,95.5,72.84,0,0,3.141,7.4,248.8,33.7,89.3,51.3,16.5,72.84,19.73,4552.19,4.55,-93.2983455684682,53.7076451392083,0.5,0.566391134836763,585,2,0,"0",0.0674527202910777,1,"96"
"542","RED82_1995_139",0,489.03,194.27,1995,566,1107,51.1,86.7,0,0,3.321,13.1,216.9,72.4,93.6,79.7,34.1,86.7,19.45,5225.39,5.23,-94.5006070462164,52.7417068886847,1.22474487139159,1.37965674771277,1003,2,0,"0",0.860325425460168,1,"135"
"546","RED83_1995_959",0,576.29,92.44,1995,70493,70493,100,64.37,0,0,211.479,9.7,220.6,65.6,91.2,74.4,25.1,64.37,19.72,5486.72,5.49,-92.8178314376284,51.405777863832,0.612372435695794,0.674340542856562,1061,2,0,"0",0.213840141229417,1,"26"
"548","RED84_2006_1576",0,460.43,236.18,2006,29649,51608,57.5,88.8,0,0,154.824,7.3,342.9,32.5,88.9,51.1,16,88.8,20.27,5158.63,5.16,-94.7145593037176,52.2356252726385,0.866025403784439,1.02878640629664,1100,2,0,"0",0.481428609985466,1,"20"
"549","RED85_2011_1818",0,493.89,119.15,2011,171685,272390,63,53.81,0,0,817.17,9,438.1,53.7,90.8,68.1,23.4,53.81,21.16,4860.31,4.86,-94.8127085014952,51.7156829452953,1.11803398874989,1.28867788343177,1153,2,0,"0",0.739083858288661,1,"62"
"550","RED88_1995_497",0,549.44,221.52,1995,1140,1935,58.9,81.01,0,0,5.805,5.8,288.3,43.2,89.4,56.3,13.3,81.01,19.68,5232.8,5.23,-93.9346451394282,52.7691614677516,0.707106781186548,0.904064179537065,1553,2,0,"0",0.461307089770503,1,"28"
"553","RED91_2011_1702",0,494.04,55.43,2011,22984,26286,87.4,71.72,0,0,78.858,6.7,345,30.6,88.4,49.2,15.6,71.72,20.46,4876.2,4.88,-93.6508121838844,52.4500511706473,1,1.3871388343838,1118,2,0,"0",0.332142532891195,1,"153"
"554","RED93_2003_1545",0,554.13,66.33,2003,2652,3447,76.9,73.44,0,0,10.341,6.3,486.3,27.8,87.9,48.1,15.9,73.44,19.6,4693.48,4.69,-93.7446144122906,53.6193442559086,0.866025403784439,1.28761528520867,571,2,0,"0",0.44567728862114,1,"111"
"555","RED93_2011_1738",0,604.25,49.53,2011,727,728,99.9,38.07,0,0,2.184,9.1,325.3,48.4,90.6,80.1,24,38.07,20.75,5077.07,5.08,-92.8213801725308,51.920972280941,0.353553390593274,0.818873231890234,1126,2,0,"0",0.0598388395898252,1,"60"
"556","RED94_2012_1854",0,473.49,307.1,2012,790,3053,25.9,74.63,0,0,9.159,7.6,258,39.5,88.8,55.1,19.8,74.63,20.35,4656.44,4.66,-95.0600387805435,52.8829939845531,1.11803398874989,1.27585485149855,1161,2,0,"0",0.789908303219597,1,"79"
"557","RED96_2011_1804",0,491.15,95.69,2011,24263,25942,93.5,71.25,0,0,77.826,6.7,360.2,67.9,88.6,87.8,18.9,71.25,20.26,4695.4,4.7,-93.6449699524642,52.7542832713191,0.790569415042095,1.09768460572626,652,2,0,"0",0.377033376000018,1,"4"
"558","RED9_1997_1238",0,529.9,27.04,1997,4069,4906,82.9,56.41,0,0,14.718,8.2,129.1,36.9,89,42.3,16.9,56.41,20.26,5530.53,5.53,-94.288388901643,51.3143169897174,0.790569415042095,1.04924366571467,1569,2,0,"0",0.343229883453326,1,"104"
"559","SIO110_1991_1347",0,463.14,245.92,1991,23789,23789,100,83.6,0,0,71.367,7.8,439.7,57.2,92.3,87.9,23.4,83.6,19.29,4870.01,4.87,-90.662485693664,53.0592648354247,0.353553390593274,0.375666037633238,522,2,0,"0",0.0320950595770597,1,"42"
"563","SIO22_1993_1099",0,489.91,399.8,1993,927,927,100,38.45,0,0,2.781,6,122.1,44.6,88.1,44.9,14.4,38.45,18.33,4833.88,4.83,-90.3307267274767,53.7879994422811,0.612372435695794,0.486974223057808,441,2,0,"0",0.118410911504424,1,"51"
"571","SIO37_1993_991",0,476.17,158.54,1993,10796,10798,100,72.02,0,0,32.394,11.7,261.4,56.8,90.6,71,27.5,72.02,19.48,5148.86,5.15,-90.7805461615303,52.6002167750457,0.612372435695794,0.648201354141763,405,2,0,"0",0.212179383043214,1,"65"
"586","SLK103_1994_623",0,484.51,175.2,1994,11699,11963,97.8,87.1,0,0,35.889,6.2,250.6,39.1,89.3,53,15.9,87.1,19.73,5295.99,5.3,-90.8968111067975,52.1325113870094,0.5,0.501804798220225,1037,2,0,"0",0.0608478432590251,1,"145"
"608","SLK17_1999_1207",0,556.6,180.15,1999,8427,8519,98.9,61.95,0,0,25.557,16.2,68.1,39.3,92.8,39.1,26.4,61.95,19.71,5544.85,5.54,-90.2523469146895,51.331820438284,0.5,0.521563574844037,1079,2,0,"0",0.305670207284679,1,"115"
"617","SLK20_1999_573",0,540.77,204.47,1999,4005,4077,98.2,51.97,0,0,12.231,15.7,68,39.7,92.2,39.4,26.8,51.97,19.83,5654.29,5.65,-90.3001505502291,51.0359377795034,0.353553390593274,0.557992713459419,1033,2,0,"0",0.307650593643453,1,"114"
